요양기관명,우편번호,주소,전화번호
류앤닥터스내과의원,38657,경상북도 경산시 대학로10길 1 유진빌딩 2층 (정평동),053-816-7762
프렌닥터한내과의원,42208,대구광역시 수성구 지범로 182 (지산동),053-783-7910
영덕파티마마취통증의학과의원,36432,경상북도 영덕군 영덕읍 덕곡길 91,054-734-6575
푸른미래내과의원,41957,대구광역시 중구 명륜로23길 111 (남산동),053-422-8575
전준하내과의원,41925,대구광역시 중구 달성로 71 2층 (내당동),053-566-7786
원대연합의원,41730,대구광역시 서구 달서로 266-2 (원대동3가),053-354-8050
서부영남내과의원,42482,대구광역시 남구 대명로 12 3층 (대명동),053-656-7533
건강제일내과의원,41927,대구광역시 중구 달구벌대로 1993 (대신동),053-255-8333
이상엽내과의원,42219,대구광역시 수성구 용학로 204 (지산동),053-781-8800
경북신경외과의원,41802,대구광역시 서구 국채보상로 429 2층 (비산동),053-572-9222
소망의원,38499,경상북도 경산시 진량읍 황제1길 86-31 202호 (아파트상가),053-856-7580
서정소아과의원,41420,대구광역시 북구 학남로 100 2층 204호 205호 (국우동 주공그린빌 6단지 상가),053-326-4030
현대연합내과의원,38623,경상북도 경산시 중앙로 79 2층 (중방동),053-814-4994
파티마연합내과의원,41198,대구광역시 동구 아양로 51-1 (신암동),053-941-1557
이한무가정의학과의원,42648,대구광역시 달서구 야외음악당로39길 54 115동 3층 (두류동 삼정그린빌),053-201-7575
속편안의원,38307,경상북도 청도군 풍각면 봉기로 136-17,054-372-0007
백효종내과의원,41198,대구광역시 동구 아양로 61 (신암동),053-958-5555
장보고연합내과의원,42274,대구광역시 수성구 달구벌대로 3218 3층 (신매동),053-791-7585
파티마내과의원,38890,경상북도 영천시 시장로 70-1 (완산동),054-331-7147
세종연합의원,41034,대구광역시 동구 팔공로 145 (불로동),053-983-7500
하승우내과의원,41951,대구광역시 중구 달구벌대로 2212 (대봉동),053-431-8275
중앙내과의원,42620,대구광역시 달서구 이곡공원로 46 3층 (이곡동),053-584-0352
팔달연합의원,41715,대구광역시 서구 팔달로 164 2층 (비산동),053-326-1277
참종합내과의원,41770,대구광역시 서구 문화로49길 31 (평리동),053-562-8003
21세기내과의원,42037,대구광역시 수성구 화랑로 122 (만촌동),053-752-2241
우리내과의원,41713,대구광역시 서구 달서천로55길 29 (비산동),053-354-6988
강미정연합내과의원,42117,대구광역시 수성구 동대구로 311 범어 애플타워 9층 일부 10층 (범어동),053-753-0024
연세에스비뇨의학과의원,41951,대구광역시 중구 달구벌대로 2202 (대봉동),053-253-5825
심박내과의원,38889,경상북도 영천시 완산로 53 2층 (완산동),054-337-7737
혜인내과의원,42028,대구광역시 수성구 달구벌대로 2435 301동 B101호 (범어동 두산위브더제니스),053-744-2455
편한속내과의원,38888,경상북도 영천시 시장로 55 (완산동),054-333-5203
완산내과의원,38894,경상북도 영천시 완산3길 12 (완산동),054-337-7575
만평연합의원,41714,대구광역시 서구 팔달로 118 (비산동),053-355-1617
황금진연합의원,42147,대구광역시 수성구 동대구로29길 28 (황금동 천일빌딩),053-754-7881
진량정형외과의원,38486,경상북도 경산시 진량읍 다문로 65,053-856-7575
안심의원,38859,경상북도 영천시 충효로 148 (야사동),054-331-7582
영천제일내과의원,38894,경상북도 영천시 완산로 52 (완산동),054-337-7007
동산내과의원,41975,대구광역시 중구 달구벌대로 1988-3 2 3층 (남산동),053-431-7557
소망연합의원,41769,대구광역시 서구 국채보상로 151 201호 (평리동),053-573-8275
로하스속내과의원,42757,대구광역시 달서구 조암남로 38 202호 (월성동),053-422-7579
참사랑가정의학과의원,41827,대구광역시 서구 국채보상로50길 20 (평리동),053-551-5590
두산내과의원,42175,대구광역시 수성구 상화로 138 2층 (두산동),053-762-7585
동대구원내과의원,41218,대구광역시 동구 아양로 178 2층 (신암동),053-944-7500
수연합내과의원,42781,대구광역시 달서구 월배로 219 501 502호 (상인동),053-642-7575
윤정수연합내과의원,41422,대구광역시 북구 팔거천동로 223 2층 3층 (동천동 수정빌딩),053-326-0006
속엔사랑연합내과의원,42090,대구광역시 수성구 달구벌대로 2570 213호 (만촌동 수성 아크로타워),053-741-8275
마디연합정형외과의원,38340,경상북도 청도군 청도읍 청화로 99,054-373-9263
늘편한최내과의원,41815,대구광역시 서구 국채보상로 362 2층 (비산동),053-553-0066
이김신경과의원,38619,경상북도 경산시 경안로 202 4층 (중방동),053-811-8200
고대연합의원,42107,대구광역시 수성구 범어로 9 2층 (범어동 선스포츠프라자),053-753-8327
계수내과의원,41745,대구광역시 서구 북비산로 315-1 (평리동),053-561-7172
에스장내과의원,42918,대구광역시 달성군 다사읍 대실역남로 2 3층 (죽곡메가타운동),053-586-7119
한민내과의원,41259,대구광역시 동구 송라로 32 (신천동),053-752-8577
속안심내과연합의원,41087,대구광역시 동구 안심로 366 (신서동),053-965-6633
킴스연합의원,42804,대구광역시 달서구 송현로7길 26 2 4층 (상인동),053-526-8875
참좋은연합의원,41838,대구광역시 서구 평리로 243 (중리동),053-524-0075
신세계연합의원,41942,대구광역시 중구 달구벌대로 2143 (남산동 동기한의원),053-428-6777
한빛종합내과의원,42073,대구광역시 수성구 교학로11길 46 302동 (만촌동 만촌우방1차타운),053-741-8228
동영연합의원,41533,대구광역시 북구 연암로 170 1층 3층 (산격동),053-956-5757
이정훈속내과의원,38894,경상북도 영천시 완산로 58 2층 (완산동),054-334-3113
삼성연합내과의원,38654,경상북도 경산시 대학로 63 (정평동 5층),053-816-2336
행복의원,42759,대구광역시 달서구 조암로 145 2층 201호 (대천동),053-637-0633
김앤박내과신경외과의원,42914,대구광역시 달성군 다사읍 달구벌대로 875 3층 301호 (MA플라자),053-585-5375
예재호내과의원,41069,대구광역시 동구 이노밸리로 321 203호 (신서동),053-964-6200
박자용내과의원,41151,대구광역시 동구 안심로 58 3층 (율하동 율하메디빌),053-953-5100
가톨릭건강의원,41431,대구광역시 북구 구암로 149 2층 (동천동),053-313-0400
속튼튼내과의원,42760,대구광역시 달서구 진천로 93 (대천동),053-633-3000
평리시원한속내과의원,41771,대구광역시 서구 북비산로 244 2층 (평리동),053-572-8855
윤당내과의원,41950,대구광역시 중구 동덕로 75 2층 (대봉동),053-426-2480
최우영내과의원,41162,대구광역시 동구 동촌로 242 방촌동우체국 3층 (방촌동),053-981-8690
유가제일연합내과의원,43018,대구광역시 달성군 유가읍 테크노상업로 108,053-292-7582
해동연합의원,38345,경상북도 청도군 청도읍 청화로 82,054-371-6555
김동희속내과의원,38618,경상북도 경산시 경안로 186 (중방동),053-814-7572
임정근신경과의원,41927,대구광역시 중구 달성로 37 (대신동),053-422-2590
황금내과의원,42177,대구광역시 수성구 청수로 188-1 4층 (지산동),053-762-7788
대구엔도내과의원,42498,대구광역시 남구 월배로 468 2층 202호 (대명동 한영유니죤빌딩),053-263-9468
강기훈의 당신내과의원,38894,경상북도 영천시 완산로 68 (금노동),054-331-4747
펜타힐즈속연합내과의원,38662,경상북도 경산시 펜타힐즈로 74 4층 (중산동),053-422-7575
연세속시원연합내과의원,38654,경상북도 경산시 대학로 73 4층 (정평동),053-815-0700
김수환내과의원,36432,경상북도 영덕군 영덕읍 중앙길 106,054-733-6930
범물경대연합내과의원,42196,대구광역시 수성구 지범로 161 2~3층 (지산동),053-783-7788
하양파티마연합속내과의원,38436,경상북도 경산시 하양읍 하양로 112 2층,053-852-7500
김윤년내과의원,41931,대구광역시 중구 달구벌대로 2021 2 3층 (남산동),053-422-9911
윤영득신&장내과의원,38657,경상북도 경산시 대학로 46 3층 (정평동),053-816-1400
동대구내과의원,41200,대구광역시 동구 신암로 115 1층 (신암동),053-955-7580
경대속사랑내과의원,41570,대구광역시 북구 대현남로6길 11 3층 (대현동),053-942-7575
이든 연합의원,38653,경상북도 경산시 대학로 23 2층 202 203호 (정평동),053-801-0022
칠곡속내과의원,41423,대구광역시 북구 팔거천동로 222 동천 메디빌 빌딩 2층 202 203일부호 (동천동),053-327-0300
든든한배연합내과의원,41559,대구광역시 북구 침산로 173 2층 203호 (침산동),053-351-7070
건강지킴가정의학과의원,41945,대구광역시 중구 동덕로30길 45 2층 (동인동4가),053-422-8456
율하연합가정의학과의원,41105,대구광역시 동구 안심로22길 60 동흥메디칼 4층 403호 (율하동),053-962-1213
장보는 덕원 내과의원,38623,경상북도 경산시 중앙로 77 2층 (중방동),053-815-0808
좋은아침 내과 의원,42156,대구광역시 수성구 청수로 24 (중동),053-767-5515
류마척제통내과의원,41409,대구광역시 북구 연경지묘로 2 3층 302 303호 (연경동),053-984-8255
바른속내과의원,42113,대구광역시 수성구 청수로 235 3층 312-1호 (황금동 캐슬골드파크 2단지),053-249-1114
경대연합진내과의원,42657,대구광역시 달서구 장기로 140 (성당동),053-656-0526
속편안연합의원,42613,대구광역시 달서구 신당로 63 성서주공2단지아파트 상가 2-2 2-3호 (신당동),053-588-8575
범어연합내과의원,42099,대구광역시 수성구 동대구로 278 BL-Medi Tower 6층 (범어동),053-741-3535
다올연합의원,42242,대구광역시 수성구 범안로 60 1 2 5층 (범물동),053-782-2558
하양중앙내과의원,38434,경상북도 경산시 하양읍 하양로 125,053-856-4567
최내과의원,51728,경상남도 창원시 마산합포구 합포로 71 (동성동 고려신경외과),055-246-1356
홍관식내과의원,51679,경상남도 창원시 진해구 충장로 106-1 (충무동),055-546-5548
김선경외과 박찬모내과의원,51427,경상남도 창원시 성산구 원이대로473번길 13 (반림동 2층),055-283-6700
제민의원,51637,경상남도 창원시 진해구 진해대로913번길 5 (상남동),055-282-7002
박인조내과의원,51210,경상남도 창원시 마산회원구 3·15대로 743 (합성동 경남외국어학원),055-299-3676
이인걸내과의원,51295,경상남도 창원시 마산회원구 북성로 119 (회원동 이인걸내과의원),055-248-8771
함께하는의원,44260,울산광역시 북구 염포로 673 (염포동),052-289-7046
(사)한국건강관리협회건강증진의원,51322,경상남도 창원시 마산회원구 삼호로 107 (양덕동 한국건강관리센터),055-259-0100
봉의원,51181,경상남도 창원시 의창구 창이대로 201 (봉곡동),055-288-0181
현대의원,52149,경상남도 의령군 의령읍 충익로 27,055-573-1451
이대규내과의원,51198,경상남도 창원시 의창구 읍성로 77 (소답동),055-295-2758
차내과의원,51176,경상남도 창원시 의창구 원이대로 283 2층 206호(봉곡동 청마상가) (봉곡동),055-238-2534
김환곤내과의원,44227,울산광역시 북구 호계로 292 2층 (호계동),052-295-6996
김유홍내과의원,44241,울산광역시 북구 화봉로 67 2층 (화봉동),052-288-9693
김내과의원,51372,경상남도 창원시 의창구 반계로 98 (팔용동 벽산블루밍아파트 상가),055-297-7636
김준욱내과의원,51480,경상남도 창원시 성산구 대정로 102 (남양동 개나리3차아파트),055-287-3366
김용태내과의원,51296,경상남도 창원시 마산회원구 북성로 120 (회원동 김용태내과의원),055-248-3737
김현경의원,44242,울산광역시 북구 화봉로 60 206호 (연암동),052-287-0314
서정철내과의원,51364,경상남도 창원시 마산회원구 양덕로 120 4층 401호 (양덕동 메트로엠),055-256-7997
21세기내과의원,51426,경상남도 창원시 성산구 반송로 150 (반림동 회성빌딩3층),055-282-3339
제일내과의원,51449,경상남도 창원시 성산구 동산로 166 사파대동상가 지하7호 7-1호 (사파동),055-275-5688
유내과의원,51492,경상남도 창원시 성산구 원이대로883번길 15-24 (가음동 가음시장대상가),055-264-0300
유&김내과의원,50819,경상남도 김해시 인제로 168 (어방동),055-336-7589
박내과의원,51314,경상남도 창원시 마산회원구 3·15대로 605-3 (석전동 박의원),055-252-0378
정태호내과의원,51499,경상남도 창원시 성산구 동산로 124 (상남동 성원그랜드쇼핑),055-282-8808
드림아이의원,44225,울산광역시 북구 호계매곡1로 31 상가동 지상1층 105호 (매곡동 드림인시티 에일린의뜰 1차),052-295-0129
새진해의원,51660,경상남도 창원시 진해구 냉천로 51 1층 (석동 진해메디칼),055-544-2009
김명준내과의원,50981,경상남도 김해시 장유로 230 (부곡동 프리마빌딩),055-314-7588
한마음연합의원,50039,경상남도 함양군 함양읍 용평길 44,055-964-2301
웅상박내과의원,50527,경상남도 양산시 서창로 168 (삼호동),055-364-2220
동원내과의원,51290,경상남도 창원시 마산회원구 회원북13길 5 (회원동),055-242-7500
신세계의원,51316,경상남도 창원시 마산회원구 양덕서8길 9 (석전동),055-295-7568
덕영내과의원,52140,경상남도 의령군 의령읍 의병로 217 덕영내과,055-574-0071
초록내과의원,51495,경상남도 창원시 성산구 상남로 122 (상남동 롯데메디컬10층),055-274-0355
최봉기내과의원,51449,경상남도 창원시 성산구 동산로 156 (사파동 삼익종합상가),055-287-5822
새로운정형외과의원,50554,경상남도 양산시 번영로 13 (덕계동),055-387-9119
맑은샘내과의원,51644,경상남도 창원시 진해구 천자로413번길 5 2층 (풍호동 토원오피스텔상가),055-551-0087
창원연합내과영상의학과의원,51495,경상남도 창원시 성산구 원이대로 664 (상남동 창원메디컬),055-266-1143
정동엽내과의원,50529,경상남도 양산시 서창로 159 남광빌딩 2층 (삼호동),055-386-8637
민사랑내과의원,44204,울산광역시 북구 아진로 102 201호 (천곡동 그린상가),052-292-1111
중앙의원,50046,경상남도 함양군 함양읍 용평중앙길 12 2층,055-964-0414
속편안내과의원,50905,경상남도 김해시 구산로 31 201호 (구산동),055-313-0061
우리들의원,51273,경상남도 창원시 마산합포구 천하장사로 87 (상남동 우신뉴타워아파트),055-244-1230
숨편한내과의원,51388,경상남도 창원시 의창구 우곡로217번길 6 (명서동),055-238-7990
윤병구내과의원,51174,경상남도 창원시 의창구 원이대로189번길 42 (명서동 부영상가 202호),055-273-7582
365호계내과의원,44227,울산광역시 북구 호계로 272 (호계동),052-295-1190
세준검진의원,51408,경상남도 창원시 의창구 원이대로 320 (대원동 더시티세븐상업동T501-2호),055-277-3111
상쾌한내과이비인후과의원,51380,경상남도 창원시 의창구 중동중앙로 83 디세븐파크 4층 408-411호 (중동),055-543-6262
수내과의원,51436,경상남도 창원시 성산구 원이대로 595 (용호동 고운메디컬빌딩3층301호),055-261-5004
웅상이내과의원,50514,경상남도 양산시 소주회야1길 13 (소주동 남양상가),055-384-6575
이순일내과의원,44229,울산광역시 북구 호계2길 7 (호계동),052-282-7588
행복한내과의원,44256,울산광역시 북구 명촌로 85 301동 206호 (명촌동 평창리비에르2차상가),052-283-2299
윤가정의학과의원,44260,울산광역시 북구 염포로 529 303호 (양정동),052-287-2300
양산감수내과의원,50613,경상남도 양산시 물금읍 야리로 31 3층 307호,055-366-8870
아이엠내과의원,50549,경상남도 양산시 평산로 17 (평산동 원강타워),055-912-1955
이무열내과의원,50655,경상남도 양산시 물금읍 새실로 42 4층 401 402호,055-381-1090
가온내과의원,51490,경상남도 창원시 성산구 가음로 88 3~6층 (가음동),055-282-8511
상남더맑은내과의원,51495,경상남도 창원시 성산구 마디미로21번길 17 상남동피아노빌딩 6층 601호 (상남동),055-274-1088
덕산의원,51132,경상남도 창원시 의창구 동읍 의창대로915번길 2 청담빌딩 2층,055-251-1626
신항내과의원,51611,경상남도 창원시 진해구 신항동로 141 210호 (용원동 애플타운 헤리티지),055-551-1888
유창훈내과의원,50576,경상남도 양산시 중앙로 248 예호빌딩 2층 203호 (신기동),055-785-6000
더바른내과의원,50554,경상남도 양산시 덕계로 61 2층 (덕계동),055-785-5888
연세 빛 가정의학과 의원,50614,경상남도 양산시 물금읍 증산역로 152 아르누보시티 2층 201호,055-382-7119
강동오션키즈의원,44264,울산광역시 북구 산하중앙2로 150 4층 (산하동),052-258-1004
연세속편한내과의원,51628,경상남도 창원시 진해구 충장로657번길 28 이엠시티빌딩 3층 303 304호 (장천동),055-715-3639
혜성의원,52148,경상남도 의령군 의령읍 의병로22길 13-8,055-573-5500
엔젤리내과의원,50611,경상남도 양산시 물금읍 범어로 62 3층 302호 303호 (치선타운),055-388-1475
김가정의학과의원,51593,경상남도 창원시 진해구 장복대로 171 다온빌딩 402호 (자은동),055-551-3321
좋은샘내과의원,51370,경상남도 창원시 의창구 평산로207번길 4 킹덤시티 6층 605-608호 (서상동),055-800-8275
양덕제일의원,51366,경상남도 창원시 마산회원구 양덕로 145 (양덕동),055-296-2600
평촌훼밀리의원,14063,경기도 안양시 동안구 흥안대로434번길 19-21 (평촌동),031-421-5494
가정이편한가정의학과의원,17095,경기도 용인시 기흥구 덕영대로2077번길 16 302호 (영덕동 기흥대정프라자),031-284-0775
이재균내과의원,11675,경기도 의정부시 의정로 191 (가능동),031-873-0013
이&박의원,11180,경기도 포천시 소흘읍 솔모루로 9 3층 (삼성홈플러스),031-541-1733
우리들소아청소년과의원,17552,경기도 안성시 공도읍 서동대로 4081 (주은풍림상가2층),031-654-6700
삼성굿모닝의원,16828,경기도 용인시 수지구 손곡로 83 304호 (동천동 동천타워),031-896-0037
예스메디칼의원,21594,인천광역시 남동구 장승남로 37 (만수동),032-467-5115
유준상가정의학과의원,18105,경기도 오산시 양산로410번길 12 306호 (양산동 엠스퀘어빌딩),031-377-9922
와이비양동규내과의원,10386,경기도 고양시 일산서구 강선로 49 302호 (주엽동 일산VISTA오피스텔),031-911-9495
연세가정의학과의원,13837,경기도 과천시 별양상가1로 35 상아빌딩동 2층 (별양동 201-C호 202호),02-3679-9397
호내과의원,21405,인천광역시 부평구 경원대로 1270 2층 (산곡동),032-526-1728
강남임내과의원,16978,경기도 용인시 기흥구 강남동로 10 (구갈동 강남피아 205호),031-275-7577
한양연합재활의학과의원,11404,경기도 양주시 남면 개나리길 37 37,031-867-7582
서울삼성의원,16525,경기도 수원시 영통구 동수원로 520 (매탄동),031-214-3456
삼성내과의원,13354,경기도 성남시 수정구 산성대로 313 2층 (신흥동 나무빌딩),031-747-0208
서울삼성내과의원,16357,경기도 수원시 장안구 덕영대로407번길 34-22 (율전동),031-892-8275
장앤전내과이비인후과의원,13597,경기도 성남시 분당구 내정로173번길 1 5층 (수내동 우리은행),031-711-2686
간석굿모닝의원,21545,인천광역시 남동구 석산로169번길 17 (간석동),
연세참가정의학과의원,22322,인천광역시 중구 우현로 47 4층 (신포동),032-766-0075
한길아산내과의원,17592,경기도 안성시 중앙로 408 (동본동),031-675-0500
행복한가정의학과의원,12734,경기도 광주시 초월읍 현산로 90,031-767-8677
조영복내과의원,21535,인천광역시 남동구 구월로 348 2층 3층일부 (만수동),
명성의원,16315,경기도 수원시 장안구 장안로125번길 3 (정자동),031-255-5900
늘푸른의원,22601,인천광역시 서구 검단로623번길 4 (마전동),032-561-3663
Dr리더스내과의원,10905,경기도 파주시 미래로 369-13 503호 (동패동 한울프라자),031-957-7517
현대의원,21977,인천광역시 연수구 원인재로 14 2층 (동춘동 무지개마을상가),032-816-7981
소망가정의학과의원,11741,경기도 의정부시 능곡로 66 2층 (신곡동),031-856-2200
전성희내과의원,21329,인천광역시 부평구 주부토로 231 303호 (갈산동 갈산홈프라자),032-515-7533
이움내과의원,10503,경기도 고양시 덕양구 백양로 51 3층 (화정동 명지프라자),031-979-0875
21세기미소내과의원,21511,인천광역시 남동구 백범로 322 2층 (간석동 진메디칼센터),
연세삼성의원,21377,인천광역시 부평구 원적로 412 (산곡동),032-521-8275
우리들가정의학과의원,16959,경기도 용인시 기흥구 새천년로 18 301호 (신갈동 스카이프라자),031-275-3210
능곡의원,10507,경기도 고양시 덕양구 지도로 105 (토당동),031-972-1112
성심내과의원,11510,경기도 양주시 백석읍 양주산성로 564,031-855-2288
백석삼성정형외과의원,11512,경기도 양주시 백석읍 양주산성로 565 2층,031-878-0119
이수동소아청소년과의원,10874,경기도 파주시 책향기로 439 301 302호 (동패동 책향기마을10단지동문굿모닝힐상가동),031-957-1869
성모예일내과의원,11487,경기도 양주시 삼숭로38번길 80 (삼숭동 양주프라자1 2305호),031-821-7311
굿모닝가정의원,13177,경기도 성남시 중원구 광명로323번길 4 2층 (금광동),031-733-7585
연세최선내과의원,21995,인천광역시 연수구 신송로125번길 7 4층 (송도동 이리옴프라자),032-859-7582
김훈수내과의원,22330,인천광역시 중구 제물량로 65 3층 (신흥동3가),032-889-3378
박희철내과의원,11653,경기도 의정부시 신흥로 219 3층 (의정부동),
박내과의원,21539,인천광역시 남동구 구월로 376 201호 (만수동 정은프라자),032-468-0114
정내과의원,22136,인천광역시 미추홀구 미추홀대로719번길 4 3층 일부호 (주안동),032-424-3844
조은가정의학과의원,10306,경기도 고양시 일산동구 숲속마을로 50-54 (풍동 세훈프라자 402호),031-905-7333
연세미소내과의원,10500,경기도 고양시 덕양구 화중로 72 402호 (화정동 홀인원프라자),031-978-2477
우리의원,13513,경기도 성남시 분당구 벌말로 10 201호 (야탑동 목련마을 아파트 상가),031-708-7588
LH의원,13637,경기도 성남시 분당구 성남대로54번길 3 3층 (구미동 대한주택공사별관),031-738-5180
김형주내과의원,11456,경기도 양주시 회정로 134 (덕정동 (덕정동.두리테크 4층 403호)),031-861-7780
싱그런한내과의원,11718,경기도 의정부시 회룡로 188 장암골드프라자 3층 302호 (장암동),031-841-8416
온누리내과의원,22371,인천광역시 중구 신도시남로 137 2~3층 (운서동),032-747-0470
나눔가정의학과의원,10513,경기도 고양시 덕양구 행신로143번길 72-1 (행신동),031-938-9962
위편한내과의원,22682,인천광역시 서구 원당대로 866 301호 (당하동 세브란스빌딩),
한마음내과의원,11786,경기도 의정부시 용민로 77 5층 (용현동),031-853-9000
한사랑내과의원,12209,경기도 남양주시 와부읍 덕소로97번길 61 4층 (은산빌딩),031-521-7599
코아이비인후과의원,17006,경기도 용인시 기흥구 동백중앙로 175 (중동),031-8005-8875
이태광내과의원,13372,경기도 성남시 중원구 둔촌대로 163 3층 (성남동),031-752-9600
행복한가정의원,13533,경기도 성남시 분당구 동판교로 59 404호 501호 (백현동 자유퍼스트프라자),
미래연세의원,14038,경기도 안양시 만안구 안양천서로 177 지하1층 (안양동 래미안안양메가트리아),
체크인내과의원,10391,경기도 고양시 일산서구 킨텍스로 240 3층 301 302 303호 (대화동 킨텍스 꿈에그린),031-911-7176
서울시티의원,11630,경기도 의정부시 범골로 39 2층 (호원동),031-826-1110
열린의원,16635,경기도 수원시 권선구 삼천병마로 1582 (오목천동),031-296-7579
다사랑메디칼의원,22208,인천광역시 미추홀구 인하로 121 (용현동),032-867-3912
서울손내과의원,17006,경기도 용인시 기흥구 동백3로11번길 8-1 302호 (중동 제일프라자),031-274-8585
고려외과의원,17006,경기도 용인시 기흥구 동백중앙로 283 (중동 골드프라자),031-693-5501
연세 민의원,17079,경기도 용인시 기흥구 한보라1로 5 304호 (보라동 보라메가타운),031-285-2075
연세의원,16244,경기도 수원시 팔달구 팔달문로93번길 4 (지동),031-247-2476
이호수내과의원,18144,경기도 오산시 경기대로 174 304 305호 (원동 다모아프라자),031-375-7570
연세조내과의원,22631,인천광역시 서구 검단로768번1길 4 2 3층 (불로동 세인빌딩),
서울새로운내과의원,16921,경기도 용인시 기흥구 용구대로2394번길 2 403 404호 (마북동 팬아시아빌딩),031-275-2255
송도이.이.주내과의원,22002,인천광역시 연수구 신송로 153 더 마란츠타워 801 802호 (송도동),032-858-3114
파주연합의원,10861,경기도 파주시 탄현면 하늘소로 106 (정림빌딩),031-941-4868
우리내과의원,21364,인천광역시 부평구 부평대로167번길 42 206호 (청천동 동아타운),032-505-1608
연세미금내과의원,13618,경기도 성남시 분당구 돌마로 73 502호 (금곡동 우방코아),031-717-8175
해드림가정의학과의원,10125,경기도 김포시 고촌읍 김포대로 344 4층 (정다운 가),031-985-0061
우리가정의학과 의원,17077,경기도 용인시 기흥구 중부대로788번길 22 2층 3.4호 (상하동 쌍용아파트주상가동),031-304-8275
현내과의원,16849,경기도 용인시 수지구 성복2로 51 비동 3층 315~316호 (성복동 YK타운),031-889-7587
김포장문외과의원,10108,경기도 김포시 김포대로 859 601호 (사우동 하나메디칼센터),031-986-9082
소망내과의원,21345,인천광역시 부평구 충선로 174 201호 (부개동 상록빌딩),032-330-9999
삼성서울연합의원,12147,경기도 남양주시 호평로67번길 1 (호평동 2.3층),031-591-1092
늘푸른 가정의학과의원,11487,경기도 양주시 삼숭로38번길 80 양주자이프라자1 2205~2208호 (삼숭동),031-843-8279
아이앤미가정의학과의원,16892,경기도 용인시 기흥구 구성3로28번길 32 (청덕동 일월프라자 302 303호),031-286-5588
더조은내과의원,16860,경기도 용인시 수지구 심곡로 87 지하1층 B138~140호 (성복동 수지제일아이조움),031-898-2820
소망의원,12237,경기도 남양주시 금곡로 72 404호 (금곡동 센타프라자),031-559-1798
엠디그린의원,13523,경기도 성남시 분당구 성남대로779번길 50 2~5층 2층일부호 (이매동),031-701-5350
박병도내과의원,22223,인천광역시 미추홀구 매소홀로 474 (학익동),032-868-2754
햇빛가정의학과의원,10492,경기도 고양시 덕양구 중앙로472번길 79 1층 (행신동),031-972-8911
회덕메디칼의원,12766,경기도 광주시 이배재로 120 (회덕동),031-761-4183
삼성스마일의원,21980,인천광역시 연수구 앵고개로104번길 4 준빌딩 4층 402호 (동춘동),032-833-4976
21세기내과의원,11492,경기도 양주시 고읍남로 6-16 (광사동 광장프라자 3층),031-847-8600
스마일내과의원,13305,경기도 성남시 수정구 수정로 141-1 8층 (태평동),031-757-7588
장안내과의원,16304,경기도 수원시 장안구 경수대로 963 6층 (송죽동),031-246-1888
삼성메디칼의원,10071,경기도 김포시 김포한강9로76번길 37 5층 (구래동 경서프라자),031-986-6667
두리가자의원,22835,인천광역시 서구 가정로 123 2 5층 (가좌동),
OK의원,17162,경기도 용인시 처인구 양지면 남평로 234 4층,031-212-2171
운정연세사랑의원,10895,경기도 파주시 미래로 610 401 402호 (와동동 운정메디컬프라자),031-945-5975
닥터김내과의원,21916,인천광역시 연수구 용담로 11 2층 (청학동 시대아파트상가),032-811-1001
메디모아의원,21975,인천광역시 연수구 경원대로 184 2층 (동춘동 이마트연수점),032-816-1575
마루내과의원,21439,인천광역시 부평구 동암남로 4 301호 (십정동 리치프라자),032-435-5600
서해사랑내과의원,22175,인천광역시 미추홀구 아암대로 15 (용현동),032-891-7575
건강드림내과의원,17763,경기도 평택시 지산로 64 2 3 4 5층 (지산동),031-666-8275
고려정성가정의학과의원,12799,경기도 광주시 초월읍 경충대로 926 926,031-797-9540
서울하나로의원,11704,경기도 의정부시 평화로 375 501 502호 (호원동 회룡프라자),031-837-7582
아름내과의원,10306,경기도 고양시 일산동구 숲속마을로 48 (풍동 신성프라자 303호),031-903-1175
주안상쾌한속내과의원,21501,인천광역시 남동구 석정로 483 (간석동),032-861-8875
제일편한내과의원,11694,경기도 의정부시 태평로 78 2층 (의정부동),031-840-2700
이함내과의원,11148,경기도 포천시 왕방로 130 (신읍동),031-531-7574
연세더리더스내과의원,13555,경기도 성남시 분당구 느티로 27 4층 일부호 (정자동 하나프라자),031-711-8795
연수이이주내과의원,21927,인천광역시 연수구 먼우금로188번길 12 이리옴3빌딩 3층 303호 (연수동),032-818-8114
하이큐송석호내과의원,21109,인천광역시 계양구 안남로 512 2층 (효성동),032-543-6001
굿모닝내과의원,10083,경기도 김포시 김포한강4로 113 602호 (장기동 신한프라자),031-986-2199
21세기미금의원,13618,경기도 성남시 분당구 성남대로 168 801~803호 (금곡동 미도프라자),
21세기연세의원,13558,경기도 성남시 분당구 성남대로 345 7층 701~703호 (정자동 정자역프라자),031-711-0078
판교연세내과의원,13492,경기도 성남시 분당구 판교로 376 마크시티 퍼플 501~503 505호 일부호 (삼평동),031-8016-8338
아주편한내과의원,16441,경기도 수원시 팔달구 팔달로 117 (화서동 2층),031-258-0075
김형진내과의원,10905,경기도 파주시 와석순환로 125 402호 (동패동 현대프라자),031-957-1970
성모25의원,21080,인천광역시 계양구 오조산로 1 거승프라자 5층 502호 (작전동),
안성의료복지사회적협동조합 서안성의원,17562,경기도 안성시 공도읍 승두길 40,031-651-6121
석수연합의원,13907,경기도 안양시 만안구 경수대로 1426 2층 (석수동),031-474-7575
